replicate,sampled_years,threshold
1147,2020|2016|2024|2017|2021|2021|2016|2023|2016|2025,z<-1
1148,2020|2017|2020|2022|2023|2019|2020|2024|2016|2021,z<-1
1149,2019|2023|2021|2016|2017|2017|2022|2023|2018|2023,z<-1
1150,2017|2018|2021|2021|2019|2025|2017|2022|2025|2018,z<-1
1151,2022|2022|2019|2025|2023|2018|2016|2021|2024|2023,z<-1
1152,2021|2025|2016|2024|2024|2023|2018|2018|2023|2016,z<-1
1153,2017|2025|2022|2023|2025|2016|2022|2016|2018|2018,z<-1
1154,2022|2017|2017|2017|2025|2019|2019|2024|2024|2020,z<-1
1155,2025|2017|2019|2024|2020|2022|2020|2023|2025|2024,z<-1
1156,2022|2016|2021|2024|2025|2024|2023|2025|2022|2021,z<-1
1157,2025|2022|2018|2022|2023|2024|2024|2024|2018|2022,z<-1
1158,2018|2025|2017|2016|2017|2018|2018|2018|2021|2021,z<-1
1159,2017|2016|2020|2023|2024|2016|2019|2021|2017|2019,z<-1
1160,2022|2025|2024|2025|2019|2019|2016|2021|2022|2023,z<-1
1161,2022|2024|2023|2023|2021|2016|2025|2020|2018|2022,z<-1
1162,2018|2019|2016|2022|2018|2018|2025|2019|2016|2018,z<-1
1163,2019|2019|2018|2016|2025|2016|2020|2020|2019|2019,z<-1
1164,2016|2022|2023|2021|2020|2016|2020|2025|2022|2017,z<-1
1165,2018|2018|2020|2022|2023|2019|2022|2024|2021|2025,z<-1
1166,2023|2019|2019|2020|2018|2018|2022|2016|2016|2022,z<-1
1167,2024|2019|2019|2024|2022|2016|2021|2025|2023|2016,z<-1
1168,2022|2025|2025|2017|2020|2020|2023|2024|2024|2020,z<-1
1169,2019|2025|2021|2017|2017|2024|2022|2025|2023|2021,z<-1
1170,2016|2017|2016|2022|2021|2023|2020|2017|2019|2025,z<-1
1171,2023|2022|2022|2023|2017|2024|2025|2018|2025|2016,z<-1
1172,2020|2019|2025|2024|2025|2021|2025|2021|2022|2019,z<-1
1173,2020|2019|2018|2025|2022|2023|2024|2017|2019|2016,z<-1
1174,2024|2025|2022|2018|2016|2019|2021|2022|2018|2016,z<-1
1175,2019|2025|2022|2021|2018|2019|2018|2022|2016|2024,z<-1
1176,2024|2016|2017|2016|2020|2024|2019|2018|2021|2022,z<-1
1177,2020|2024|2022|2023|2025|2020|2019|2021|2021|2016,z<-1
1178,2021|2023|2022|2023|2022|2018|2019|2022|2021|2019,z<-1
1179,2018|2016|2016|2017|2017|2021|2020|2016|2023|2022,z<-1
1180,2023|2021|2023|2021|2020|2024|2025|2024|2020|2022,z<-1
1181,2019|2020|2021|2020|2025|2017|2023|2024|2020|2018,z<-1
1182,2019|2023|2019|2025|2024|2018|2018|2019|2024|2022,z<-1
1183,2016|2019|2018|2022|2019|2025|2018|2020|2023|2017,z<-1
1184,2019|2021|2018|2018|2022|2018|2016|2019|2016|2020,z<-1
1185,2025|2016|2018|2017|2020|2025|2017|2021|2020|2025,z<-1
1186,2018|2019|2017|2017|2020|2018|2022|2016|2024|2021,z<-1
1187,2016|2023|2023|2025|2022|2019|2016|2024|2023|2021,z<-1
1188,2017|2016|2021|2024|2017|2016|2016|2020|2018|2021,z<-1
1189,2016|2024|2018|2021|2019|2016|2020|2022|2022|2022,z<-1
1190,2023|2018|2017|2018|2024|2019|2019|2022|2020|2021,z<-1
1191,2017|2018|2020|2024|2025|2017|2018|2020|2023|2017,z<-1
1192,2021|2024|2020|2017|2018|2022|2020|2022|2018|2016,z<-1
1193,2018|2024|2016|2018|2023|2016|2017|2019|2024|2018,z<-1
1194,2023|2022|2022|2016|2020|2018|2020|2021|2021|2019,z<-1
1195,2025|2025|2022|2025|2018|2022|2024|2022|2022|2016,z<-1
1196,2016|2021|2016|2018|2017|2020|2019|2020|2020|2017,z<-1
1197,2022|2020|2025|2025|2018|2016|2020|2019|2024|2021,z<-1
1198,2020|2021|2019|2020|2024|2021|2022|2021|2024|2017,z<-1
1199,2023|2025|2025|2017|2020|2019|2022|2025|2022|2025,z<-1
1200,2018|2022|2018|2020|2023|2025|2022|2018|2025|2017,z<-1
1201,2018|2017|2023|2024|2024|2023|2016|2025|2020|2017,z<-1
1202,2019|2018|2020|2016|2022|2017|2023|2022|2022|2017,z<-1
1203,2016|2021|2020|2019|2018|2018|2021|2020|2022|2021,z<-1
1204,2019|2024|2025|2018|2022|2025|2016|2017|2020|2017,z<-1
1205,2022|2019|2016|2017|2018|2022|2019|2025|2018|2016,z<-1
1206,2025|2017|2019|2019|2017|2019|2025|2016|2019|2025,z<-1
1207,2018|2023|2020|2016|2020|2020|2024|2019|2020|2019,z<-1
1208,2023|2025|2023|2017|2022|2017|2017|2017|2019|2018,z<-1
1209,2018|2017|2025|2016|2019|2022|2025|2022|2020|2021,z<-1
1210,2024|2019|2024|2018|2023|2017|2023|2025|2025|2020,z<-1
1211,2020|2019|2023|2021|2025|2025|2017|2025|2019|2024,z<-1
1212,2020|2023|2017|2022|2019|2019|2023|2019|2023|2022,z<-1
1213,2016|2024|2016|2019|2020|2018|2022|2019|2021|2024,z<-1
1214,2024|2017|2020|2020|2023|2017|2017|2019|2021|2022,z<-1
1215,2020|2021|2018|2025|2022|2020|2020|2024|2019|2016,z<-1
1216,2019|2021|2024|2016|2021|2020|2025|2016|2019|2021,z<-1
1217,2016|2019|2024|2025|2020|2018|2017|2019|2025|2023,z<-1
1218,2017|2025|2020|2021|2017|2020|2019|2025|2016|2023,z<-1
1219,2024|2023|2022|2016|2018|2023|2021|2020|2016|2024,z<-1
1220,2020|2022|2025|2023|2021|2023|2018|2017|2017|2025,z<-1
1221,2017|2016|2024|2016|2020|2020|2025|2019|2018|2017,z<-1
1222,2022|2016|2021|2020|2021|2019|2024|2020|2022|2025,z<-1
1223,2023|2018|2024|2020|2021|2025|2016|2024|2017|2016,z<-1
1224,2024|2023|2025|2021|2022|2021|2019|2018|2024|2019,z<-1
1225,2019|2017|2022|2023|2025|2023|2023|2020|2024|2022,z<-1
1226,2023|2022|2017|2024|2020|2017|2020|2020|2023|2021,z<-1
1227,2016|2020|2017|2025|2021|2024|2020|2022|2019|2019,z<-1
1228,2020|2023|2017|2019|2023|2017|2023|2023|2022|2016,z<-1
1229,2022|2018|2025|2017|2023|2017|2023|2021|2021|2021,z<-1
1230,2024|2025|2024|2021|2021|2021|2016|2018|2024|2024,z<-1
1231,2023|2020|2019|2018|2021|2017|2018|2020|2019|2022,z<-1
1232,2016|2018|2016|2017|2025|2018|2017|2022|2023|2025,z<-1
1233,2020|2016|2023|2025|2025|2023|2021|2023|2017|2024,z<-1
1234,2025|2016|2023|2017|2019|2017|2022|2016|2017|2020,z<-1
1235,2025|2022|2023|2020|2024|2024|2025|2023|2023|2016,z<-1
1236,2018|2024|2017|2022|2018|2019|2025|2025|2023|2017,z<-1
1237,2023|2016|2025|2025|2016|2021|2023|2024|2023|2019,z<-1
1238,2018|2017|2020|2022|2019|2025|2022|2024|2017|2020,z<-1
1239,2022|2024|2019|2020|2016|2022|2021|2019|2023|2019,z<-1
1240,2017|2017|2022|2017|2017|2021|2019|2020|2020|2018,z<-1
1241,2017|2023|2018|2019|2021|2022|2016|2023|2018|2019,z<-1
1242,2022|2025|2024|2024|2016|2018|2016|2023|2016|2024,z<-1
1243,2017|2024|2021|2017|2020|2025|2019|2018|2020|2020,z<-1
1244,2017|2022|2020|2019|2025|2018|2017|2018|2021|2025,z<-1
1245,2024|2024|2020|2016|2017|2025|2023|2016|2025|2022,z<-1
1246,2022|2022|2025|2020|2022|2019|2016|2022|2019|2025,z<-1
1247,2020|2019|2025|2016|2025|2018|2021|2016|2022|2024,z<-1
1248,2022|2016|2024|2019|2020|2025|2021|2019|2017|2019,z<-1
1249,2022|2017|2018|2024|2016|2019|2023|2018|2025|2025,z<-1
1250,2021|2020|2019|2024|2025|2025|2021|2017|2021|2016,z<-1
1251,2022|2016|2025|2022|2018|2017|2021|2025|2019|2018,z<-1
1252,2020|2016|2021|2025|2022|2023|2020|2024|2024|2020,z<-1
1253,2018|2020|2025|2016|2024|2016|2019|2019|2022|2022,z<-1
1254,2018|2018|2024|2025|2022|2017|2025|2017|2022|2017,z<-1
1255,2023|2024|2016|2020|2022|2016|2018|2022|2023|2020,z<-1
1256,2016|2022|2022|2017|2018|2022|2023|2018|2018|2019,z<-1
1257,2021|2018|2021|2022|2020|2021|2021|2023|2023|2022,z<-1
1258,2023|2020|2023|2023|2019|2016|2016|2021|2025|2024,z<-1
1259,2022|2021|2017|2017|2020|2022|2016|2022|2023|2025,z<-1
1260,2021|2022|2017|2021|2017|2021|2017|2019|2016|2019,z<-1
1261,2021|2022|2016|2022|2025|2024|2019|2017|2024|2018,z<-1
1262,2023|2018|2021|2021|2021|2019|2023|2017|2025|2025,z<-1
1263,2021|2024|2025|2023|2019|2025|2018|2016|2018|2018,z<-1
1264,2018|2016|2022|2022|2016|2017|2024|2025|2017|2022,z<-1
1265,2020|2022|2023|2017|2016|2017|2020|2019|2016|2021,z<-1
1266,2018|2021|2021|2021|2020|2025|2018|2021|2017|2019,z<-1
1267,2021|2023|2017|2020|2019|2023|2017|2020|2018|2024,z<-1
1268,2019|2021|2018|2025|2023|2017|2025|2024|2025|2022,z<-1
1269,2017|2020|2024|2017|2024|2020|2018|2019|2024|2022,z<-1
1270,2022|2021|2024|2019|2016|2016|2021|2017|2023|2023,z<-1
1271,2024|2022|2016|2016|2024|2019|2016|2022|2023|2023,z<-1
1272,2021|2018|2025|2019|2023|2021|2017|2020|2021|2024,z<-1
1273,2018|2020|2020|2025|2017|2023|2022|2018|2024|2020,z<-1
1274,2016|2020|2018|2023|2022|2024|2022|2019|2021|2023,z<-1
1275,2019|2023|2017|2023|2018|2025|2025|2020|2023|2016,z<-1
1276,2020|2019|2023|2017|2020|2019|2022|2018|2017|2020,z<-1
1277,2023|2017|2024|2016|2017|2022|2024|2017|2016|2024,z<-1
1278,2025|2023|2018|2017|2019|2016|2021|2019|2018|2024,z<-1
1279,2018|2019|2018|2024|2018|2018|2020|2019|2023|2025,z<-1
1280,2017|2023|2019|2018|2020|2022|2023|2019|2025|2022,z<-1
1281,2023|2018|2023|2018|2021|2016|2022|2024|2020|2018,z<-1
1282,2023|2022|2017|2016|2023|2025|2025|2024|2024|2023,z<-1
1283,2023|2017|2019|2020|2020|2018|2025|2021|2018|2016,z<-1
1284,2025|2020|2019|2016|2024|2020|2019|2019|2023|2017,z<-1
1285,2018|2020|2022|2021|2024|2017|2020|2025|2017|2024,z<-1
1286,2024|2020|2020|2024|2016|2016|2021|2023|2017|2021,z<-1
1287,2024|2019|2017|2016|2022|2023|2018|2016|2025|2017,z<-1
1288,2024|2020|2016|2024|2021|2023|2019|2017|2018|2018,z<-1
1289,2019|2021|2023|2016|2023|2016|2018|2018|2019|2016,z<-1
1290,2022|2022|2017|2022|2017|2020|2016|2021|2016|2024,z<-1
1291,2017|2017|2018|2023|2017|2017|2019|2017|2025|2018,z<-1
1292,2021|2017|2023|2017|2021|2020|2017|2019|2025|2024,z<-1
1293,2024|2019|2023|2016|2019|2021|2023|2025|2021|2022,z<-1
1294,2018|2021|2020|2021|2024|2018|2023|2018|2022|2022,z<-1
1295,2021|2022|2022|2020|2021|2016|2016|2022|2022|2017,z<-1
1296,2020|2017|2020|2022|2025|2019|2023|2020|2023|2025,z<-1
1297,2024|2017|2024|2020|2020|2018|2020|2023|2018|2017,z<-1
1298,2017|2024|2023|2019|2021|2025|2023|2022|2023|2018,z<-1
1299,2020|2023|2021|2025|2020|2025|2022|2017|2025|2016,z<-1
1300,2025|2024|2025|2023|2019|2020|2022|2016|2017|2017,z<-1
1301,2024|2024|2024|2024|2016|2019|2025|2017|2024|2017,z<-1
1302,2020|2024|2023|2020|2020|2025|2018|2017|2024|2020,z<-1
1303,2022|2020|2024|2024|2018|2020|2019|2021|2024|2021,z<-1
1304,2023|2019|2016|2024|2025|2022|2023|2025|2024|2022,z<-1
1305,2025|2023|2022|2017|2025|2019|2018|2016|2018|2020,z<-1
1306,2022|2016|2018|2024|2018|2017|2021|2019|2016|2021,z<-1
1307,2017|2020|2020|2022|2019|2020|2024|2020|2024|2023,z<-1
1308,2022|2025|2017|2023|2022|2022|2022|2017|2024|2022,z<-1
1309,2023|2016|2020|2024|2023|2019|2018|2017|2022|2020,z<-1
1310,2016|2018|2024|2017|2017|2023|2020|2023|2017|2022,z<-1
1311,2016|2018|2020|2022|2018|2022|2019|2018|2018|2023,z<-1
1312,2018|2018|2018|2024|2018|2024|2017|2016|2018|2023,z<-1
1313,2019|2020|2021|2023|2017|2025|2018|2023|2024|2017,z<-1
1314,2023|2024|2023|2017|2017|2016|2024|2025|2018|2025,z<-1
1315,2024|2025|2024|2019|2025|2022|2025|2024|2021|2018,z<-1
1316,2022|2021|2020|2023|2017|2025|2016|2023|2023|2018,z<-1
1317,2020|2016|2021|2016|2016|2016|2017|2017|2022|2018,z<-1
1318,2020|2017|2021|2019|2019|2019|2024|2021|2016|2017,z<-1
1319,2017|2025|2025|2019|2020|2023|2019|2024|2025|2023,z<-1
1320,2021|2018|2025|2019|2017|2025|2022|2016|2023|2022,z<-1
1321,2017|2016|2019|2021|2019|2025|2023|2024|2019|2024,z<-1
1322,2024|2018|2022|2017|2021|2017|2018|2019|2020|2021,z<-1
1323,2021|2017|2023|2021|2019|2020|2016|2023|2017|2021,z<-1
1324,2024|2020|2016|2022|2019|2019|2020|2019|2023|2019,z<-1
1325,2022|2018|2019|2021|2024|2023|2022|2016|2023|2020,z<-1
1326,2020|2021|2018|2022|2024|2023|2020|2018|2024|2018,z<-1
1327,2017|2023|2017|2024|2025|2022|2016|2024|2023|2016,z<-1
1328,2021|2022|2020|2018|2024|2023|2025|2024|2020|2022,z<-1
1329,2020|2016|2024|2025|2023|2023|2025|2020|2016|2023,z<-1
1330,2022|2023|2023|2021|2017|2024|2018|2018|2016|2016,z<-1
1331,2017|2019|2019|2023|2024|2025|2016|2024|2024|2022,z<-1
1332,2024|2021|2021|2024|2018|2020|2024|2024|2023|2024,z<-1
1333,2024|2018|2020|2017|2022|2021|2019|2023|2023|2016,z<-1
1334,2022|2025|2024|2025|2021|2021|2018|2021|2018|2023,z<-1
1335,2016|2024|2025|2023|2025|2022|2021|2017|2016|2017,z<-1
1336,2016|2023|2020|2020|2022|2024|2021|2021|2021|2016,z<-1
1337,2021|2023|2017|2020|2022|2023|2022|2016|2021|2024,z<-1
1338,2022|2025|2021|2022|2022|2016|2022|2022|2022|2018,z<-1
1339,2023|2022|2021|2023|2016|2017|2022|2018|2016|2016,z<-1
1340,2017|2020|2018|2025|2020|2016|2019|2025|2022|2016,z<-1
1341,2025|2017|2025|2016|2021|2017|2020|2020|2019|2020,z<-1
1342,2023|2022|2016|2025|2024|2017|2024|2020|2020|2016,z<-1
1343,2017|2021|2020|2018|2016|2021|2022|2021|2023|2023,z<-1
1344,2023|2022|2025|2018|2018|2020|2023|2018|2017|2023,z<-1
1345,2016|2020|2018|2021|2021|2020|2018|2017|2019|2016,z<-1
1346,2025|2021|2016|2024|2017|2023|2019|2024|2016|2019,z<-1
1347,2023|2024|2017|2016|2021|2020|2018|2017|2022|2016,z<-1
1348,2017|2021|2024|2024|2019|2022|2018|2017|2016|2017,z<-1
1349,2016|2025|2016|2017|2021|2018|2025|2018|2019|2025,z<-1
1350,2021|2024|2023|2017|2020|2018|2024|2022|2017|2019,z<-1
1351,2025|2025|2017|2020|2025|2018|2025|2021|2025|2025,z<-1
1352,2019|2018|2021|2017|2019|2023|2020|2023|2018|2017,z<-1
1353,2024|2023|2023|2020|2025|2017|2024|2024|2023|2019,z<-1
1354,2022|2022|2025|2019|2021|2017|2019|2025|2019|2017,z<-1
1355,2022|2017|2017|2023|2024|2018|2021|2023|2018|2020,z<-1
1356,2017|2020|2019|2018|2021|2018|2025|2018|2018|2020,z<-1
1357,2023|2024|2020|2017|2023|2017|2022|2019|2022|2023,z<-1
1358,2024|2020|2024|2017|2023|2016|2025|2018|2016|2019,z<-1
1359,2022|2021|2021|2022|2023|2022|2017|2024|2021|2024,z<-1
1360,2025|2020|2019|2023|2016|2017|2016|2022|2022|2018,z<-1
1361,2021|2016|2020|2023|2022|2020|2016|2022|2022|2021,z<-1
1362,2020|2024|2017|2021|2025|2017|2023|2016|2022|2021,z<-1
1363,2019|2020|2018|2019|2025|2016|2025|2020|2018|2017,z<-1
1364,2019|2016|2018|2019|2020|2020|2018|2025|2016|2018,z<-1
1365,2021|2025|2021|2017|2016|2025|2016|2023|2022|2016,z<-1
1366,2025|2016|2022|2022|2016|2021|2020|2023|2016|2018,z<-1
1367,2024|2021|2025|2022|2025|2019|2024|2019|2020|2025,z<-1
1368,2019|2020|2025|2025|2018|2017|2023|2017|2023|2023,z<-1
1369,2019|2025|2018|2021|2018|2018|2018|2017|2016|2024,z<-1
1370,2021|2024|2016|2017|2018|2021|2020|2025|2019|2022,z<-1
1371,2025|2018|2018|2018|2016|2025|2023|2022|2022|2024,z<-1
1372,2025|2025|2022|2021|2025|2017|2021|2022|2017|2023,z<-1
1373,2020|2023|2022|2022|2018|2020|2021|2019|2020|2023,z<-1
1374,2018|2024|2016|2025|2024|2018|2021|2016|2024|2023,z<-1
1375,2021|2023|2018|2025|2023|2021|2016|2016|2024|2016,z<-1
1376,2024|2022|2025|2024|2019|2016|2022|2020|2018|2022,z<-1
1377,2023|2021|2018|2017|2022|2021|2024|2020|2022|2016,z<-1
1378,2017|2024|2022|2017|2025|2017|2018|2021|2018|2022,z<-1
1379,2017|2020|2018|2022|2018|2022|2020|2025|2017|2024,z<-1
1380,2022|2022|2021|2020|2016|2024|2016|2018|2025|2023,z<-1
1381,2019|2024|2025|2024|2021|2024|2020|2020|2016|2025,z<-1
1382,2021|2024|2020|2018|2025|2024|2022|2024|2018|2025,z<-1
1383,2016|2021|2024|2018|2016|2017|2021|2021|2022|2021,z<-1
1384,2016|2019|2022|2020|2016|2016|2023|2025|2016|2022,z<-1
1385,2025|2019|2019|2023|2016|2024|2021|2023|2021|2019,z<-1
1386,2018|2023|2019|2017|2022|2022|2025|2025|2022|2020,z<-1
1387,2019|2017|2016|2018|2021|2021|2021|2023|2024|2024,z<-1
1388,2018|2021|2024|2022|2019|2020|2023|2017|2022|2016,z<-1
1389,2017|2018|2019|2022|2019|2021|2022|2018|2021|2018,z<-1
1390,2024|2021|2017|2016|2022|2025|2017|2023|2018|2018,z<-1
1391,2024|2020|2020|2023|2019|2018|2024|2021|2020|2017,z<-1
1392,2018|2017|2023|2023|2022|2023|2018|2023|2023|2024,z<-1
1393,2023|2020|2025|2019|2016|2018|2022|2021|2019|2019,z<-1
1394,2021|2023|2025|2021|2023|2021|2024|2016|2017|2019,z<-1
1395,2023|2024|2021|2018|2023|2020|2017|2023|2025|2020,z<-1
1396,2025|2021|2020|2020|2016|2018|2022|2024|2024|2018,z<-1
1397,2018|2021|2018|2017|2025|2016|2018|2019|2021|2023,z<-1
1398,2019|2019|2020|2021|2023|2019|2018|2016|2025|2020,z<-1
1399,2019|2022|2021|2023|2016|2022|2018|2022|2022|2019,z<-1
1400,2020|2023|2024|2020|2020|2023|2021|2021|2020|2022,z<-1
1401,2017|2022|2018|2025|2020|2020|2019|2022|2025|2022,z<-1
1402,2018|2019|2024|2016|2019|2023|2025|2019|2025|2025,z<-1
1403,2020|2016|2023|2017|2023|2021|2019|2022|2017|2023,z<-1
1404,2019|2021|2020|2025|2023|2024|2023|2025|2019|2018,z<-1
1405,2023|2017|2025|2016|2021|2019|2020|2020|2018|2021,z<-1
1406,2024|2017|2025|2018|2016|2018|2021|2020|2019|2023,z<-1
1407,2019|2024|2018|2023|2023|2025|2017|2016|2022|2017,z<-1
1408,2021|2017|2017|2025|2024|2023|2020|2022|2021|2020,z<-1
1409,2019|2016|2020|2017|2017|2016|2017|2025|2020|2019,z<-1
1410,2021|2025|2018|2020|2017|2023|2017|2024|2022|2022,z<-1
1411,2017|2016|2016|2019|2020|2025|2025|2020|2024|2019,z<-1
1412,2021|2017|2018|2024|2016|2021|2020|2018|2019|2024,z<-1
1413,2020|2021|2017|2023|2021|2020|2025|2018|2018|2016,z<-1
1414,2021|2018|2021|2021|2021|2016|2022|2019|2023|2024,z<-1
1415,2020|2020|2022|2020|2025|2021|2022|2025|2017|2016,z<-1
1416,2017|2024|2020|2016|2018|2024|2022|2025|2018|2025,z<-1
1417,2024|2016|2019|2025|2017|2017|2019|2025|2023|2016,z<-1
1418,2017|2021|2017|2023|2024|2018|2025|2023|2024|2024,z<-1
1419,2024|2021|2021|2018|2021|2019|2019|2025|2019|2018,z<-1
1420,2017|2018|2022|2021|2021|2023|2021|2025|2019|2018,z<-1
1421,2021|2018|2023|2025|2016|2021|2021|2021|2024|2025,z<-1
1422,2018|2019|2016|2022|2021|2018|2016|2017|2016|2021,z<-1
1423,2021|2024|2016|2024|2023|2016|2020|2017|2023|2020,z<-1
1424,2022|2024|2019|2016|2024|2022|2016|2025|2024|2021,z<-1
1425,2025|2017|2020|2022|2019|2016|2024|2022|2021|2024,z<-1
1426,2022|2023|2020|2020|2020|2018|2017|2016|2021|2022,z<-1
1427,2024|2020|2023|2023|2020|2022|2018|2024|2023|2017,z<-1
1428,2016|2016|2017|2021|2016|2023|2022|2017|2025|2019,z<-1
1429,2019|2024|2021|2025|2019|2018|2016|2024|2022|2016,z<-1
1430,2018|2023|2016|2025|2019|2024|2023|2019|2023|2025,z<-1
1431,2023|2016|2025|2019|2021|2023|2025|2021|2023|2023,z<-1
1432,2023|2016|2024|2017|2025|2025|2021|2017|2017|2017,z<-1
1433,2021|2019|2019|2025|2023|2022|2019|2017|2021|2021,z<-1
1434,2017|2016|2021|2016|2021|2021|2023|2019|2021|2017,z<-1
1435,2022|2022|2019|2019|2023|2024|2021|2016|2017|2025,z<-1
1436,2022|2022|2024|2023|2024|2023|2017|2019|2021|2025,z<-1
1437,2020|2025|2018|2024|2024|2017|2020|2020|2025|2020,z<-1
1438,2023|2020|2016|2022|2024|2024|2021|2022|2018|2016,z<-1
1439,2025|2021|2017|2021|2023|2025|2020|2023|2025|2024,z<-1
1440,2016|2019|2023|2020|2023|2016|2022|2022|2023|2023,z<-1
1441,2018|2019|2019|2023|2018|2020|2023|2020|2023|2016,z<-1
1442,2019|2022|2019|2017|2024|2016|2023|2019|2017|2019,z<-1
1443,2021|2020|2016|2022|2023|2022|2025|2018|2016|2023,z<-1
1444,2023|2016|2021|2021|2016|2024|2022|2018|2016|2017,z<-1
1445,2025|2016|2022|2019|2016|2023|2024|2019|2025|2022,z<-1
1446,2024|2023|2024|2023|2017|2019|2018|2025|2017|2020,z<-1
1447,2021|2025|2021|2019|2023|2020|2022|2022|2018|2024,z<-1
1448,2025|2025|2021|2018|2020|2021|2023|2016|2020|2016,z<-1
1449,2016|2019|2021|2017|2020|2023|2020|2025|2019|2020,z<-1
1450,2025|2017|2025|2019|2017|2018|2019|2019|2021|2022,z<-1
1451,2022|2017|2019|2019|2018|2025|2022|2020|2021|2021,z<-1
1452,2024|2025|2021|2023|2018|2020|2016|2017|2017|2022,z<-1
1453,2022|2022|2017|2016|2019|2022|2022|2021|2020|2022,z<-1
1454,2018|2025|2017|2025|2018|2020|2017|2019|2018|2018,z<-1
1455,2018|2025|2016|2023|2021|2024|2017|2016|2025|2023,z<-1
1456,2019|2017|2017|2020|2025|2016|2017|2021|2024|2025,z<-1
1457,2024|2022|2016|2022|2021|2019|2017|2019|2017|2024,z<-1
1458,2024|2023|2019|2018|2023|2021|2024|2017|2016|2023,z<-1
1459,2025|2024|2024|2022|2018|2023|2023|2016|2019|2019,z<-1
1460,2021|2016|2024|2016|2016|2018|2021|2024|2022|2019,z<-1
1461,2021|2018|2016|2016|2021|2023|2023|2024|2016|2021,z<-1
1462,2025|2025|2017|2022|2022|2021|2017|2016|2021|2017,z<-1
1463,2022|2025|2018|2024|2024|2016|2022|2017|2019|2021,z<-1
1464,2017|2024|2023|2018|2018|2024|2022|2023|2016|2018,z<-1
1465,2025|2018|2020|2025|2023|2016|2024|2024|2019|2020,z<-1
1466,2016|2025|2018|2019|2020|2023|2024|2019|2019|2019,z<-1
1467,2022|2020|2018|2022|2016|2022|2021|2022|2016|2019,z<-1
1468,2019|2019|2023|2017|2021|2020|2016|2023|2018|2023,z<-1
1469,2017|2020|2025|2021|2016|2023|2024|2019|2023|2023,z<-1
1470,2025|2022|2019|2016|2017|2020|2020|2021|2018|2016,z<-1
1471,2017|2025|2019|2019|2023|2018|2016|2024|2025|2018,z<-1
1472,2018|2025|2016|2018|2023|2016|2021|2017|2017|2017,z<-1
1473,2024|2019|2018|2023|2021|2017|2021|2021|2016|2017,z<-1
1474,2025|2022|2024|2018|2018|2016|2016|2017|2020|2024,z<-1
1475,2022|2019|2020|2022|2020|2025|2016|2020|2017|2018,z<-1
1476,2018|2019|2021|2017|2017|2024|2016|2021|2017|2021,z<-1
1477,2024|2023|2023|2017|2016|2017|2021|2021|2025|2022,z<-1
1478,2019|2019|2023|2018|2020|2019|2018|2024|2017|2025,z<-1
1479,2020|2024|2017|2018|2025|2017|2017|2018|2021|2019,z<-1
1480,2023|2023|2022|2016|2016|2018|2016|2024|2020|2022,z<-1
1481,2024|2025|2025|2023|2024|2024|2019|2017|2024|2019,z<-1
1482,2016|2025|2020|2023|2016|2024|2017|2024|2022|2016,z<-1
1483,2018|2016|2019|2024|2018|2022|2024|2018|2018|2018,z<-1
1484,2024|2017|2017|2021|2020|2018|2024|2016|2016|2018,z<-1
1485,2016|2025|2021|2017|2022|2017|2024|2020|2021|2019,z<-1
1486,2022|2021|2025|2022|2019|2025|2019|2023|2024|2021,z<-1
1487,2018|2017|2025|2025|2022|2017|2018|2018|2023|2016,z<-1
1488,2021|2024|2020|2025|2018|2019|2020|2022|2021|2020,z<-1
1489,2016|2024|2021|2024|2016|2023|2017|2019|2024|2021,z<-1
1490,2019|2019|2021|2025|2022|2021|2021|2024|2018|2020,z<-1
1491,2023|2020|2022|2023|2024|2018|2025|2021|2017|2020,z<-1
1492,2020|2019|2021|2020|2019|2019|2018|2016|2021|2018,z<-1
1493,2022|2018|2016|2021|2018|2019|2018|2018|2022|2022,z<-1
1494,2023|2018|2018|2025|2020|2025|2022|2019|2021|2020,z<-1
1495,2022|2021|2018|2017|2023|2020|2023|2024|2022|2023,z<-1
1496,2023|2023|2021|2023|2024|2021|2024|2019|2016|2018,z<-1
1497,2019|2018|2025|2021|2017|2020|2022|2021|2022|2025,z<-1
1498,2024|2023|2019|2023|2018|2025|2024|2021|2021|2022,z<-1
1499,2021|2016|2023|2025|2017|2022|2022|2025|2019|2024,z<-1
1500,2017|2024|2021|2016|2018|2025|2018|2023|2024|2022,z<-1
1501,2024|2016|2017|2018|2025|2023|2018|2023|2021|2017,z<-1
1502,2019|2023|2020|2019|2018|2021|2025|2021|2024|2025,z<-1
1503,2016|2024|2022|2022|2018|2025|2020|2016|2024|2019,z<-1
1504,2016|2019|2023|2024|2019|2020|2025|2024|2023|2019,z<-1
1505,2023|2023|2017|2024|2017|2024|2023|2017|2025|2018,z<-1
1506,2025|2025|2025|2024|2024|2019|2018|2021|2021|2023,z<-1
1507,2017|2017|2023|2018|2023|2019|2016|2019|2022|2022,z<-1
1508,2016|2018|2023|2025|2025|2023|2017|2023|2020|2023,z<-1
1509,2021|2016|2017|2016|2022|2022|2025|2023|2020|2024,z<-1
1510,2018|2024|2016|2022|2017|2020|2020|2018|2024|2021,z<-1
1511,2017|2019|2021|2022|2020|2017|2022|2025|2018|2017,z<-1
1512,2016|2021|2021|2016|2020|2024|2023|2018|2016|2024,z<-1
1513,2022|2020|2023|2024|2023|2024|2018|2022|2017|2023,z<-1
1514,2024|2016|2024|2025|2022|2023|2019|2024|2016|2017,z<-1
